Illy,Mucilago,Cafeina,Ox,Mi,Ch,Go,Verde,hv
0.2483716086139318,0.1959560493139404,6.552121346974834,0.552116935287599,0.8332470109452311,0.8867856531660537,0.9906893104750306,0.894690723786557,3.4444354279372997
0.24665940599558644,0.1934088947405501,6.483932322967896,0.5441461020505209,0.8217297311426435,0.8797452285146786,0.9832221837963249,0.8901492644001495,3.4348940555607426
0.2453613076819952,0.19212273031533586,6.423685376500245,0.5389530654044867,0.8190440195087828,0.8650453583283747,0.9769227347435331,0.8763134387117961,3.4254053979486963
0.24427389149942697,0.18928041537672685,6.34581256354527,0.5297082134993523,0.8010465548077094,0.8615833652392456,0.9591358073649493,0.8675124783776371,3.4159690194419507
0.244246744086622,0.18892194241855997,6.298795174807449,0.5347987253273107,0.8093605465198082,0.850059678153207,0.962134554433364,0.8699583182346792,3.406584489168758
0.24129413810994355,0.18662518537478195,6.2345265717324585,0.5247496449532687,0.8039983178716918,0.8450467823372881,0.9554600739734866,0.860552438713268,3.397251380979255
0.23862310642638712,0.18696369529988996,6.173783348993925,0.5276808442513138,0.7956112731179041,0.8351869808839464,0.9484618223472744,0.8553219105031884,3.387969273380951
0.2381955435886306,0.18312230478610994,6.112279717261973,0.5202522069627386,0.7865467357102757,0.8294413876928961,0.940866040854488,0.8468026660426183,3.3787377494752806
0.23785989157914494,0.18179600608493415,6.0656342620637,0.5175894160070723,0.782524067357508,0.8226628069578559,0.9374359841606689,0.8451764196480991,3.3695563968951854
0.23487322937637067,0.1809988896768796,6.054135126475838,0.5131740039119141,0.7770779375313324,0.8164557678460758,0.9303582569376371,0.8424093896215006,3.360424807743707
0.23283104897150667,0.17900086823776956,5.96052346820097,0.5084543861862172,0.7723210990319855,0.8057707420303486,0.9255369110871743,0.8316041724902504,3.3513425785335897
0.23024968109063987,0.17678524558546574,5.918078060349059,0.5058719644741855,0.764335770560203,0.7965539493926305,0.9183823229495205,0.8251810068419871,3.3423093101278387
0.22919482568853822,0.17632910176688305,5.826182374182937,0.5065050553982907,0.7555928799161344,0.7894063839321008,0.9096718668347286,0.8279257930864861,3.333324607681258
0.225822515583271,0.17546442147748564,5.784091919766193,0.5014089467214491,0.7466064755490864,0.786237333267741,0.9042725360442341,0.8129340949005143,3.324388080582917
0.22534318580507728,0.17458461620825813,5.746727620990846,0.49972072134936646,0.7482622995721262,0.7822379333759254,0.9042360519827982,0.8102215867107605,3.3154993423995407
0.22636818942462916,0.17417849497639587,5.7482441098779,0.49410005668621954,0.7459385120534514,0.7785108254830364,0.903161263355856,0.8117516966091803,3.3066580108198087
0.22271444194241968,0.17009810333242092,5.640688511001208,0.49132642501147344,0.7352208572818305,0.7684463774114026,0.8944232424177047,0.8051463493092079,3.297863707599543
0.22234372057764232,0.17108239013137588,5.59329779153166,0.48726375419443335,0.7266619337263371,0.757848724898987,0.8865183283375666,0.80276134634927,3.289116058507767
0.22204424197395026,0.17096539269558922,5.587490647420079,0.48947034076810836,0.7307908757853233,0.7602191623289551,0.8827117671040042,0.7961338053110991,3.28041469327362
0.22049123846771634,0.16919487318571788,5.517154576503873,0.4812840473865317,0.7207607898810153,0.7461781428328984,0.87702625824898,0.7940723483994628,3.271759245534111
