,     Angle,       PSD
1090,48.6351,718
1091,48.6751,653
1092,48.7152,662
1093,48.7552,636
1094,48.7952,634
1095,48.8353,654
1096,48.8753,627
1097,48.9153,633
1098,48.9554,670
1099,48.9954,657
1100,49.0354,652
1101,49.0755,671
1102,49.1155,693
1103,49.1555,622
1104,49.1955,642
1105,49.2356,670
1106,49.2756,667
1107,49.3156,597
1108,49.3557,648
1109,49.3957,607
1110,49.4357,599
1111,49.4758,582
1112,49.5158,624
1113,49.5558,611
1114,49.5959,603
1115,49.6359,597
1116,49.6759,623
1117,49.716,649
1118,49.756,606
1119,49.796,646
1120,49.8361,630
1121,49.8761,616
1122,49.9161,577
1123,49.9562,554
1124,49.9962,616
1125,50.0362,602
1126,50.0763,545
1127,50.1163,583
1128,50.1563,634
1129,50.1964,589
1130,50.2364,591
1131,50.2764,600
1132,50.3165,603
1133,50.3565,568
1134,50.3965,602
1135,50.4365,597
1136,50.4766,658
1137,50.5166,549
1138,50.5566,620
1139,50.5967,599
1140,50.6367,568
1141,50.6767,574
1142,50.7168,561
1143,50.7568,574
1144,50.7968,581
1145,50.8369,558
1146,50.8769,647
1147,50.9169,557
1148,50.957,582
1149,50.997,578
1150,51.037,607
1151,51.0771,605
1152,51.1171,601
1153,51.1571,577
1154,51.1972,533
1155,51.2372,579
1156,51.2772,571
1157,51.3173,548
1158,51.3573,599
1159,51.3973,593
1160,51.4374,557
1161,51.4774,546
1162,51.5174,532
1163,51.5574,553
1164,51.5975,582
1165,51.6375,558
1166,51.6775,531
1167,51.7176,542
1168,51.7576,520
1169,51.7976,541
1170,51.8377,548
1171,51.8777,538
1172,51.9177,578
1173,51.9578,567
1174,51.9978,491
1175,52.0378,531
1176,52.0779,546
1177,52.1179,521
1178,52.1579,557
1179,52.198,510
1180,52.238,579
1181,52.278,528
1182,52.3181,553
1183,52.3581,511
1184,52.3981,528
1185,52.4382,505
1186,52.4782,515
1187,52.5182,497
1188,52.5583,472
1189,52.5983,510
1190,52.6383,529
1191,52.6784,541
1192,52.7184,512
1193,52.7584,542
1194,52.7984,516
1195,52.8385,516
1196,52.8785,554
1197,52.9185,574
1198,52.9586,530
1199,52.9986,510
1200,53.0386,540
1201,53.0787,534
1202,53.1187,557
1203,53.1587,515
1204,53.1988,518
1205,53.2388,567
1206,53.2788,505
1207,53.3189,508
1208,53.3589,492
1209,53.3989,525
1210,53.439,497
1211,53.479,532
1212,53.519,521
1213,53.5591,486
1214,53.5991,540
1215,53.6391,527
1216,53.6792,516
1217,53.7192,508
1218,53.7592,505
1219,53.7993,516
1220,53.8393,469
1221,53.8793,518
1222,53.9193,459
1223,53.9594,514
1224,53.9994,489
1225,54.0394,457
1226,54.0795,529
1227,54.1195,493
1228,54.1595,497
1229,54.1996,513
1230,54.2396,503
1231,54.2796,505
1232,54.3197,485
1233,54.3597,503
1234,54.3997,512
1235,54.4398,463
1236,54.4798,507
1237,54.5198,500
1238,54.5599,476
1239,54.5999,478
1240,54.6399,473
1241,54.68,496
1242,54.72,521
1243,54.76,495
1244,54.8001,504
1245,54.8401,515
1246,54.8801,482
1247,54.9202,502
1248,54.9602,476
1249,55.0002,485
1250,55.0402,507
1251,55.0803,475
1252,55.1203,470
1253,55.1603,471
1254,55.2004,498
1255,55.2404,493
1256,55.2804,477
1257,55.3205,439
1258,55.3605,445
1259,55.4005,451
1260,55.4406,481
1261,55.4806,473
1262,55.5206,457
1263,55.5607,485
1264,55.6007,435
1265,55.6407,502
1266,55.6808,440
1267,55.7208,441
1268,55.7608,458
1269,55.8009,492
1270,55.8409,495
1271,55.8809,478
1272,55.921,429
1273,55.961,459
1274,56.001,480
1275,56.0411,464
1276,56.0811,450
1277,56.1211,436
1278,56.1612,454
1279,56.2012,479
1280,56.2412,410
1281,56.2812,472
1282,56.3213,429
1283,56.3613,451
1284,56.4013,464
1285,56.4414,489
1286,56.4814,471
1287,56.5214,509
1288,56.5615,445
1289,56.6015,472
1290,56.6415,512
1291,56.6816,479
1292,56.7216,446
1293,56.7616,434
1294,56.8017,428
1295,56.8417,477
1296,56.8817,460
1297,56.9218,421
1298,56.9618,453
1299,57.0018,434
1300,57.0419,412
1301,57.0819,410
1302,57.1219,448
1303,57.162,445
1304,57.202,421
1305,57.242,461
1306,57.2821,422
1307,57.3221,417
1308,57.3621,489
1309,57.4021,468
1310,57.4422,481
1311,57.4822,453
1312,57.5222,443
1313,57.5623,419
1314,57.6023,467
1315,57.6423,462
